0,75,1399,target.png,1200,1912
0,194,1310,target.png,1200,1912
0,314,1212,target.png,1200,1912
0,478,1148,target.png,1200,1912
0,483,976,target.png,1200,1912
0,620,958,target.png,1200,1912
0,747,954,target.png,1200,1912
0,869,949,target.png,1200,1912
0,916,891,target.png,1200,1912
0,944,802,target.png,1200,1912
0,1008,767,target.png,1200,1912
0,1071,702,target.png,1200,1912
0,1168,757,target.png,1200,1912
0,1113,832,target.png,1200,1912
0,1028,879,target.png,1200,1912
0,1021,956,target.png,1200,1912
0,983,1043,target.png,1200,1912
0,929,1108,target.png,1200,1912
0,844,1133,target.png,1200,1912
0,739,1237,target.png,1200,1912
0,612,1332,target.png,1200,1912
0,481,1422,target.png,1200,1912
0,351,1501,target.png,1200,1912
0,214,1561,target.png,1200,1912
0,102,1526,target.png,1200,1912